word	frequency
insurgent	69
decrease	69
gordon	69
forget	69
regan	69
beat	69
residential	69
intervention	69
fresh	69
accumulate	69
mercantile	69
joke	69
tension	69
unexpected	69
lebanon	69
plenty	69
dark	69
locate	69
thin	69
montreal	69
otc	69
academic	69
veteran	69
indicator	68
plaintiff	68
interest-rate	68
europeans	68
girl	68
cast	68
minor	68
trillion	68
real-estate	68
petrofina	68
sophisticate	68
mineral	68
six-month	68
accompany	68
aquino	68
don	68
exempt	68
avia	68
sex	67
embassy	67
moral	67
murphy	67
revlon	67
terrorist	67
preserve	67
initiate	67
guide	67
visa	67
comply	67
reality	67
raider	67
wilson	67
appearance	67
marketplace	67
expenditure	67
novel	67
mcdonald	67
sexual	67
bay	67
singapore	67
neighborhood	67
coupon	67
advertiser	67
statute	67
accrue	67
implication	66
chamber	66
upham	66
partial	66
wire	66
harm	66
troop	66
asian	66
rubber	66
fujitsu	66
credit-card	66
wrongdoing	66
creation	66
grambling	66
levy	66
anyway	66
tank	66
garden	66
male	66
simon	66
jovanovich	66
poison	66
utah	66
fort	66
enforce	66
mountain	66
spanish	66
charter	66
colorado	66
capability	65
yankee	65
experiment	65
dinner	65
wind	65
rica	65
k	65
driver	65
honor	65
mandate	65
endorse	65
accurate	65
one-time	65
experimental	65
overwhelm	65
saunders	65
favorite	65
slash	65
hedge	65
tesoro	65
dependent	65
simmons	65
cold	65
-owned	65
discovery	65
chris-craft	65
language	65
ordinary	65
guess	65
chicken	65
cadillac	65
circle	64
category	64
importance	64
entry	64
slowdown	64
mount	64
cooper	64
await	64
tradition	64
fslic	64
inch	64
spin	64
cleveland	64
one-third	64
listen	64
weigh	64
receipt	64
deregulation	64
solid	64
ambassador	64
disagree	64
three-month	64
undermine	64
reactor	64
arms-control	64
straight	64
nsc	64
vary	64
alaska	64
syndicate	64
maine	64
port	64
dance	64
eurodollar	64
solve	63
penny	63
lure	63
negotiator	63
carolina	63
dennis	63
legislator	63
fry	63
larry	63
connect	63
vacation	63
exporter	63
rural	63
weight	63
submarine	63
nonprofit	63
stadium	63
retreat	63
nikkei	63
exception	63
computerize	63
core	63
content	63
mart	63
immigration	63
fidelity	62
lay	62
amend	62
stuff	62
suggestion	62
philippine	62
revive	62
purolator	62
arab	62
anti-takeover	62
window	62
taylor	62
sofer	62
vigorous	62
inadequate	62
capitol	62
deadline	62
escape	62
dangerous	62
confident	62
sentiment	62
absence	62
unfortunate	62
solicit	62
extensive	62
syndrome	62
itt	62
greenwich	62
fighter	62
implement	62
foreigner	62
e.f.	62
kenneth	62
interpretation	62
characterize	62
volcker	62
acre	62
downtown	61
brook	61
extension	61
sear	61
denver	61
cattle	61
territory	61
perspective	61
killing	61
catholic	61
cap	61
collection	61
spy	61
dress	61
timing	61
poindexter	61
squeeze	61
surface	61
postal	61
terminate	61
wing	61
stance	61
predecessor	61
drawing	60
reed	60
revision	60
constant	60
dixons	60
salesman	60
illustrate	60
substance	60
grandparent	60
animal	60
administrative	60
sweeping	60
song	60
formula	60
breach	60
volatility	60
lately	60
genetic	60
integrate	60
casey	60
sitting	60
define	60
notion	60
comex	60
three-year	60
manner	60
lady	60
assemble	60
mississippi	59
faith	59
baxter	59
nrc	59
paint	59
fdic	59
baltimore	59
charity	59
excessive	59
tip	59
yes	59
command	59
famous	59
cogeneration	59
pittsburgh	59
tremendous	59
independence	59
subscriber	59
conclusion	59
informal	59
orleans	59
prosecution	59
theme	59
chair	59
lloyd	59
spain	59
technological	59
baseball	59
covering	58
transmission	58
automobile	58
risky	58
sandinista	58
homosexual	58
congressman	58
placement	58
dallas-based	58
upgrade	58
upward	58
coup	58
improper	58
agenda	58
issuer	58
reward	58
covert	58
cream	58
hardly	58
jacobs	58
pickens	58
hero	58
pack	58
regain	58
nervous	58
temperature	58
dropping	58
est	58
repurchase	58
flag	58
amr	58
tone	58
regime	58
angry	57
mac	57
camera	57
understanding	57
carson	57
steven	57
bryson	57
midwest	57
clean	57
campbell	57
jerry	57
n.j.-based	57
print	57
clinical	57
n.v.	57
permission	57
steam	57
copper	57
seize	57
jim	57
bright	57
industrialize	57
nomination	57
expiration	57
intense	57
sullivan	57
sample	57
adm.	57
alter	57
truth	57
naval	57
purchaser	57
skeptical	57
comfortable	57
enact	57
lag	57
obstacle	57
activist	56
uphold	56
sun	56
container	56
publicity	56
clearing	56
minneapolis	56
overhaul	56
machinery	56
compound	56
aug.	56
comparison	56
reebok	56
convict	56
consequence	56
counterpart	56
ring	56
consolidation	56
hampshire	56
second-largest	56
classic	56
mall	56
arco	56
raw	56
zealand	56
civilian	56
ten	56
backing	56
eurobonds	56
restrain	56
taiwanese	56
dutch	55
zone	55
fox	55
gear	55
anderson	55
conviction	55
female	55
circuit	55
bonus	55
tabor	55
assist	55
steal	55
assign	55
christian	55
furniture	55
tap	55
broken	55
basketball	55
year-ago	55
wedtech	55
baby	55
fred	55
wealthy	55
injure	55
bruce	55
state-owned	55
strategist	55
frustrate	55
xerox	55
reiterate	55
appliance	55
incorporate	54
sweden	54
houston-based	54
kodak	54
designer	54
pump	54
transport	54
confuse	54
intel	54
cycle	54
gather	54
sony	54
webster	54
immigrant	54
crash	54
disappear	54
meat	54
merit	54
georgia	54
marketer	54
occasional	54
heck	54
winner	54
wigton	54
cutback	54
preference	54
serving	54
amusement	54
god	54
painting	53
multiple	53
genentech	53
background	53
terminal	53
two-year	53
epa	53
assurance	53
wound	53
reference	53
radar	53
presidency	53
floating-rate	53
clearance	53
hide	53
invite	53
thwart	53
bulk	53
youth	53
cultural	53
acceptable	53
discipline	53
viewer	53
vaskevitch	53
nevada	53
imagine	53
disaster	53
maintenance	53
prize	53
distiller	53
ivan	53
discrimination	53
lab	53
excellent	53
nurse	53
plea	53
photo	53
seoul	53
journalist	53
russian	53
prospective	52
lumber	52
assess	52
illness	52
washington-based	52
observe	52
knock	52
tree	52
greyhound	52
des	52
turnover	52
oak	52
shake	52
lockheed	52
ill	52
railway	52
symphony	52
ecuador	52
coniston	52
occupy	52
expose	52
cocaine	52
enemy	52
talent	52
substitute	52
vital	52
belgian	52
transamerican	52
perceive	52
egypt	52
ball	52
optimism	52
administrator	52
indirect	52
closed-end	52
mitchell	52
assure	52
emphasis	52
write-off	52
educational	52
folk	52
southland	52
govern	52
iron	51
guaranty	51
introduction	51
endotronics	51
cigarette	51
allen	51
bloc	51
edt	51
superconductor	51
mood	51
wealth	51
maryland	51
refinery	51
root	51
eligible	51
confusion	51
p&g	51
pure	51
va.	51
path	51
replacement	51
pioneer	51
crack	51
repair	51
nomura	51
excuse	51
asbestos	51
capture	51
murder	51
weinberger	51
apartheid	51
cartel	51
volatile	51
clothing	51
diego	51
realty	51
suspension	51
one-year	51
imperial	50
conspiracy	50
outline	50
harry	50
capable	50
upset	50
fisher	50
uncertain	50
premier	50
visitor	50
occidental	50
anybody	50
interpret	50
tpa	50
translate	50
liquid	50
orange	50
outlay	50
divert	50
sandinistas	50
slate	50
combat	50
flood	50
vietnam	50
hesston	50
landlord	50
telecom	50
library	50
wisconsin	50
salt	50
northeast	50
reliable	50
azt	50
valuable	50
venezuela	50
architect	50
pitch	50
smart	50
petition	50
thank	50
tumble	50
intellectual	50
bethlehem	50
registration	50
defer	50
nominal	50
apart	49
firing	49
coordinate	49
four-year	49
seagram	49
vessel	49
harold	49
outlet	49
pollard	49
portray	49
dilute	49
marriage	49
parliamentary	49
harbor	49
notable	49
explanation	49
cuban	49
overnight	49
fireman	49
lesson	49
beneficiary	49
distance	49
boast	49
mounting	49
coach	49
simultaneous	49
beauty	49
overhead	49
saatchi	49
episode	49
beverage	49
royalty	49
edwin	48
plain	48
urban	48
d.c.	48
entity	48
giuliani	48
physical	48
capitalist	48
deutsche	48
concert	48
minnesota	48
bass	48
medium-range	48
grade	48
upjohn	48
deserve	48
guest	48
merkle	48
ought	48
subsidize	48
bomb	48
planner	48
violence	48
seidman	48
bridge	48
revolve	48
morris	48
cannon	48
mr	48
exemption	48
cinema	48
premature	48
pair	48
liquidate	48
verge	48
gomez	48
luxury	48
dissident	48
marginal	48
fruit	48
establishment	48
dan	47
assessment	47
toronto-based	47
era	47
lucrative	47
cargo	47
citibank	47
philips	47
cocoa	47
defensive	47
allowance	47
mobil	47
drag	47
legislature	47
diminish	47
outsider	47
financier	47
monopoly	47
tsai	47
bound	47
tourist	47
football	47
nelson	47
supervisor	47
hudson	47
hefty	47
confront	47
underlie	47
striking	47
vegas	47
gun	47
mass.-based	47
notify	47
fiat	47
remind	47
retiree	47
priest	47
ameritrust	47
definite	47
delta	47
recipient	47
boland	47
stretch	47
roberts	47
patrol	47
prosecute	47
tune	46
s	46
conn.-based	46
occasion	46
numerous	46
mackintosh	46
somebody	46
thompson	46
bp	46
billing	46
remarkable	46
ernest	46
prevail	46
taxable	46
franc	46
lincoln	46
definition	46
momentum	46
legitimate	46
restate	46
consume	46
appreciate	46
contingent	46
abc	46
compliance	46
undertake	46
underscore	46
vaccine	46
shut	46
meantime	46
conglomerate	46
pocket	46
steep	46
injunction	46
doctrine	46
volunteer	46
nickel	46
guerrilla	46
london-based	46
tennessee	46
shuttle	46
habit	46
rain	46
rescue	46
custom	46
fixed-rate	46
spectrum	46
indians	46
foster	46
anger	45
interfere	45
mason	45
loose	45
reliance	45
passive	45
margaret	45
boone	45
walker	45
expertise	45
compile	45
ghorbanifar	45
usx	45
ourselves	45
shore	45
squibb	45
honda	45
u.k.	45
offensive	45
bail	45
nabisco	45
rebuff	45
fe	45
teaching	45
born	45
dismissal	45
happening	45
height	45
verdict	45
amex	45
lunch	45
stanford	45
shelter	45
income-tax	45
climate	45
loser	45
albert	45
warehouse	45
dismantle	45
latter	45
confrontation	45
statistical	45
emotional	45
raymond	45
shield	45
fast-food	45
spinoff	45
constitute	45
lawson	45
anymore	45
cloud	45
shirt	45
instruction	45
listing	45
corner	44
galanis	44
responsibility	44
hunter	44
contender	44
unsecured	44
visible	44
kick	44
prospectus	44
clothe	44
punitive	44
usa	44
corruption	44
defect	44
unique	44
bally	44
popularity	44
fiji	44
rail	44
myself	44
wild	44
gallon	44
witter	44
identity	44
samuel	44
layoff	44
longtime	44
montgomery	44
pratt	44
reservation	44
windfall	44
appropriation	44
fun	44
loyalty	44
casualty	44
deliberate	44
repayment	44
iii	44
prediction	44
modify	44
surf	44
administer	44
beef	44
classify	44
arbitration	44
chili	44
mo.	44
newsprint	44
carbide	44
external	43
hilton	43
therapy	43
vision	43
relax	43
remote	43
graham	43
ray	43
primerica	43
dispose	43
netherlands	43
odds	43
skin	43
jeans	43
adverse	43
cineplex	43
toilet	43
madison	43
jeffrey	43
lean	43
pakistan	43
creative	43
attach	43
champion	43
eurobond	43
efficiency	43
differ	43
speculative	43
scrap	43
comprise	43
hongkong	43
academy	43
spare	43
accomplish	43
yourself	43
column	43
gerald	43
nasd	43
shad	42
designate	42
vow	42
confidential	42
assured	42
cry	42
warm	42
pc	42
quit	42
overcapacity	42
flaw	42
cure	42
proportion	42
length	42
diet	42
rockefeller	42
upper	42
honduras	42
devise	42
soil	42
billboard	42
warren	42
ideal	42
mae	42
bribe	42
sleep	42
mobile	42
peres	42
middle-class	42
questioning	42
cray	42
jay	42
belong	42
rhetoric	42
meal	42
pride	42
herself	42
allocation	42
contrary	42
knight	42
hartford	42
austin	42
syndication	42
brewer	42
westinghouse	42
andrew	42
norway	42
imbalance	41
reschedule	41
jordan	41
surpass	41
thereby	41
gephardt	41
airplane	41
brake	41
acquirer	41
calm	41
haft	41
proof	41
reinsurance	41
unclear	41
buck	41
ceramic	41
band	41
circulation	41
perelman	41
pepsico	41
mary	41
wipe	41
subpoena	41
tom	41
cosmetic	41
payroll	41
sarney	41
funnel	41
string	41
pro	41
wang	41
streamline	41
pressing	41
bureaucracy	41
plot	41
disposal	41
micron	41
defraud	41
surround	41
integrity	41
wharton	41
rental	41
nugget	41
volkswagen	41
stall	41
attendant	41
suisse	41
generous	41
cell	41
distort	41
liquor	41
start-up	41
assault	41
intervene	41
j.p.	41
repeal	41
icn	41
unsolicited	41
encounter	41
divorcee	41
drastic	40
mirror	40
grave	40
detective	40
newark	40
precedent	40
precede	40
manipulation	40
well-known	40
singer	40
k.	40
assumption	40
belgium	40
maneuver	40
analyze	40
lampoon	40
compact	40
humor	40
sizable	40
laugh	40
imply	40
boycott	40
refusal	40
equip	40
incline	40
frustration	40
impressive	40
impression	40
bonn	40
burst	40
weiss	40
capitalize	40
oppenheimer	40
steer	40
depositor	40
hint	40
spectradyne	40
collins	40
federation	40
germans	40
tiger	40
psychological	40
anywhere	40
broadway	39
viable	39
unprecedented	39
cat	39
kaiser	39
avenue	39
high-technology	39
triangle	39
n.c.	39
button	39
vacancy	39
contemporary	39
sister	39
belly	39
dilemma	39
athletic	39
innovative	39
siemens	39
roach	39
dayton	39
downward	39
catalog	39
hell	39
alarm	39
ireland	39
silicon	39
economical	39
barbara	39
clash	39
philosophy	39
joe	39
confirmation	39
donovan	39
miti	39
scare	39
assignment	39
native	39
day-to-day	39
turnaround	39
brian	39
construct	39
suffering	39
wheel	39
province	39
airway	39
hamilton	39
alcohol	39
restraint	39
forth	39
parker	39
graphic	39
barry	39
felony	39
vienna	39
bernstein	39
plummet	39
relieve	38
hardware	38
robust	38
goodyear	38
clause	38
earthquake	38
artificial	38
macmillan	38
missing	38
horizon	38
hanson	38
lengthy	38
imposing	38
norstar	38
antonio	38
belt	38
heighten	38
russell	38
evident	38
bird	38
batter	38
gathering	38
drama	38
ambitious	38
superconductivity	38
hover	38
golf	38
joy	38
enthusiasm	38
murray	38
divest	38
profession	38
instant	38
personality	38
chronicle	38
supercomputer	38
unanimous	38
gene	38
uniform	38
chun	38
mask	38
colored	38
hazardous	38
platform	38
removal	38
seattle	38
paso	38
mtv	38
inspire	38
multinational	38
robinson	38
greece	38
disability	38
swedish	38
anheuser-busch	38
ranking	38
lord	38
n.y.-based	37
mideast	37
firestone	37
ethical	37
revolutionary	37
cop	37
divestiture	37
cincinnati	37
irving	37
update	37
brisk	37
francisco-based	37
harvest	37
rico	37
coat	37
bother	37
birth	37
fancy	37
placing	37
forge	37
rebuild	37
marcos	37
clerk	37
distinguish	37
scramble	37
excise	37
reelection	37
tale	37
proxmire	37
nancy	37
disturb	37
setback	37
kaufman	37
deng	37
vague	37
coin	37
austria	37
mcdermott	37
persist	37
edwards	37
liberty	37
donation	37
norman	37
intensify	37
deploy	37
diplomatic	37
variation	37
drift	37
prudential	37
comprehensive	37
jewish	37
nsa	37
gainer	37
diversion	37
comedy	37
tanker	37
appreciation	37
recognition	37
thai	37
toyota	37
stiff	37
learjet	37
paramount	37
merck	37
grandchild	37
potato	37
sherman	37
dominant	37
inflationary	36
kingdom	36
fdn	36
medicare	36
baird	36
beatrice	36
unhappy	36
fierce	36
ingredient	36
breakfast	36
ceo	36
unilateral	36
marxist	36
surrounding	36
turmoil	36
smile	36
strip	36
speculator	36
norwegian	36
sovereign	36
donaldson	36
explosion	36
harsh	36
beijing	36
louis-based	36
clausen	36
protectionist	36
stanton	36
tanaka	36
bureaucrat	36
stuart	36
s.p.a.	36
sight	36
hakim	36
barely	36
snyder	36
elephant	36
alfred	36
campus	36
peer	36
existence	36
airlift	36
erode	36
importer	36
unknown	36
bernard	36
russians	36
fate	36
wisdom	36
opus	36
suburban	36
cooperative	36
christmas	36
warburg	36
tehran	36
isolate	36
pesticide	36
exaggerate	36
mitsubishi	36
adams	36
bee	36
robertson	36
micro	36
cost-cutting	35
junior	35
stein	35
payout	35
lobbyist	35
nwa	35
cohen	35
interior	35
butcher	35
mechanism	35
iv	35
mesa	35
swell	35
short-range	35
kentucky	35
microsoft	35
ambition	35
temple	35
outright	35
likelihood	35
timothy	35
pursuit	35
pour	35
cement	35
mild	35
kitchen	35
photograph	35
ab	35
nasa	35
blind	35
presentation	35
spd	35
al	35
deem	35
fault	35
cruz	35
innocent	35
jonathan	35
protectionism	35
brooklyn	35
progressive	35
marshall	35
depreciation	35
storage	35
snap	35
somehow	35
rice	35
amaze	35
prescription	35
grip	35
polaroid	35
tide	35
republicbank	35
societe	35
trw	35
mikhail	35
headline	35
celebrate	35
argentine	35
insulation	35
sick	35
anticipation	35
provider	35
mulroney	35
overtime	35
mandatory	35
productive	35
riot	35
detect	35
organizer	35
